/Vout (C=5e-14) X,/Vout (C=5e-14) Y,/Vout (C=1e-13) X,/Vout (C=1e-13) Y,/Vout (C=2e-13) X,/Vout (C=2e-13) Y,/Vout (C=3e-13) X,/Vout (C=3e-13) Y,/Vout (C=4e-13) X,/Vout (C=4e-13) Y,/Vout (C=5e-13) X,/Vout (C=5e-13) Y,/Vout (C=6e-13) X,/Vout (C=6e-13) Y,/Vout (C=7e-13) X,/Vout (C=7e-13) Y,/Vout (C=8e-13) X,/Vout (C=8e-13) Y,/Vout (C=9e-13) X,/Vout (C=9e-13) Y,/Vout (C=1e-12) X,/Vout (C=1e-12) Y,/Vout (C=1.1e-12) X,/Vout (C=1.1e-12) Y,/Vout (C=1.2e-12) X,/Vout (C=1.2e-12) Y,/Vin (C=5e-14) X,/Vin (C=5e-14) Y
1.244544746577736e-10,1.101431380034753,1.244544747807e-10,1.101431337784226,1.244544748424996e-10,1.10143131653232,1.244544748631516e-10,1.101431309429465,1.244544748734862e-10,1.101431305874485,1.244544748796913e-10,1.10143130374036,1.244544748838278e-10,1.101431302317134,1.244544748867823e-10,1.101431301300312,1.244544748889995e-10,1.101431300537568,1.244544748907257e-10,1.101431299944249,1.244544748921056e-10,1.101431299469545,1.244544748932335e-10,1.101431299081119,1.244544748941732e-10,1.101431298757409,1.244544746577736e-10,0.6844996106177547
1.285291784664439e-10,1.104630684882897,1.285299866729114e-10,1.104631135215324,1.285303936898588e-10,1.104631362059626,1.285305297972503e-10,1.104631437924989,1.285305979328115e-10,1.104631475904824,1.285306388403845e-10,1.104631498707838,1.285306661230378e-10,1.104631513916147,1.285306856160076e-10,1.104631524782312,1.285307002386687e-10,1.104631532933626,1.285307116135896e-10,1.10463153927454,1.285307207146205e-10,1.104631544347901,1.285307281616415e-10,1.104631548499249,1.285307343679902e-10,1.104631551958992,1.285291784664439e-10,0.7069104815654418
1.331742742636994e-10,1.111772976797678,1.331751841612082e-10,1.111770810267954,1.33175642372776e-10,1.111769719417047,1.331757955971669e-10,1.111769354667471,1.331758723010364e-10,1.111769172079573,1.331759183527373e-10,1.111769062458546,1.331759490661201e-10,1.111768989349383,1.331759710102534e-10,1.111768937114596,1.331759874716383e-10,1.111768897930873,1.331760002768858e-10,1.111768867450121,1.331760105223094e-10,1.111768843062667,1.331760189057387e-10,1.111768823107407,1.331760258924873e-10,1.111768806476727,1.331742742636994e-10,0.7324585084503469
1.369229392783739e-10,1.119107093081887,1.369249963452518e-10,1.11909824849734,1.369260326138681e-10,1.119093793309536,1.369263791922277e-10,1.119092303333352,1.369265526988714e-10,1.119091557420543,1.369266568725522e-10,1.119091109576512,1.36926726350734e-10,1.119090810890241,1.369267759922486e-10,1.119090597482341,1.369268132311772e-10,1.119090437393287,1.369268421994087e-10,1.119090312859943,1.36926865376903e-10,1.119090213220889,1.369268843422305e-10,1.119090131689841,1.369269001479933e-10,1.119090063741674,1.369229392783739e-10,0.7530761660310563
1.414781267051151e-10,1.120809426139162,1.414753204089024e-10,1.12083120153923,1.414739156907388e-10,1.120841969118616,1.414734472220043e-10,1.120845540362607,1.414732129449131e-10,1.120847322606094,1.41473072365023e-10,1.120848390869388,1.414729786394231e-10,1.120849102593362,1.414729116897896e-10,1.120849610746337,1.414728614760477e-10,1.120849991740003,1.41472822420017e-10,1.120850287996646,1.414727911746261e-10,1.12085052495674,1.414727656098406e-10,1.120850718803278,1.41472744305596e-10,1.120850880321498,1.414781267051151e-10,0.7781296968781329
1.450737547734764e-10,1.078166923823898,1.450691003264358e-10,1.078554022632961,1.450667667822802e-10,1.078747515045453,1.450659879964489e-10,1.078812003167309,1.450655984275847e-10,1.078844245398332,1.450653646299486e-10,1.078863590141477,1.450652087413886e-10,1.078876486386511,1.450650973809207e-10,1.078885697866748,1.450650138542829e-10,1.078892606409174,1.450649488853945e-10,1.078897979679672,1.45064896907936e-10,1.078902278270655,1.450648543793715e-10,1.078905795282818,1.450648189378345e-10,1.07890872611468,1.450737547734764e-10,0.7979056512541202
1.479766235200713e-10,0.9645472766242923,1.479778841156189e-10,0.9652722563918955,1.479785348165338e-10,0.9656358327149451,1.47978754767879e-10,0.9657571868998032,1.479788653180336e-10,0.9658178944771353,1.479789318322705e-10,0.9658543287909556,1.47978976251894e-10,0.9658786224060909,1.479790080178346e-10,0.9658959769839754,1.479790318628824e-10,0.9659089940090877,1.479790504212372e-10,0.9659191190090324,1.47979065275613e-10,0.965927219416737,1.479790774342793e-10,0.9659338472926776,1.479790875699992e-10,0.9659393707079944,1.479766235200713e-10,0.813871429360392
1.502031940024046e-10,0.8216044493453957,1.502067354369228e-10,0.8227027417173476,1.502085473382394e-10,0.823253584058924,1.502091574833008e-10,0.8234374508233078,1.502094637207276e-10,0.8235294316943315,1.502096478367902e-10,0.8235846354284114,1.502097707366961e-10,0.8236214442593858,1.502098585987461e-10,0.8236477393887096,1.502099245370902e-10,0.823667462435356,1.502099758472534e-10,0.8236828035901345,1.502100169110031e-10,0.823695077148719,1.502100505189455e-10,0.8237051195709398,1.502100785326676e-10,0.8237134885446795,1.502031940024046e-10,0.8261175670132254
1.531866340589723e-10,0.5706245432051638,1.531987192150536e-10,0.5716642149651067,1.532048675821791e-10,0.5721845772308101,1.532069329613825e-10,0.5723581053365371,1.53207968658114e-10,0.5724448829285922,1.532085910412002e-10,0.5724969537727392,1.532090063660028e-10,0.5725316694457416,1.532093032240414e-10,0.572556467222173,1.532095259756371e-10,0.5725750660274527,1.532096992909514e-10,0.5725895320446567,1.532098379835856e-10,0.572601105034418,1.532099514860851e-10,0.5726105739604601,1.532100460898683e-10,0.5726184648119576,1.531866340589723e-10,0.842526487324348
1.559280093012489e-10,0.3213079826477951,1.559502844998101e-10,0.3217578533961074,1.55961555881371e-10,0.3219843174481054,1.55965333018484e-10,0.32206004146593,1.559672253550449e-10,0.3220979485514043,1.559683619648139e-10,0.3221207073343303,1.559691202084033e-10,0.3221358859360633,1.559696620578498e-10,0.3221467307801763,1.55970068580007e-10,0.3221548660490581,1.559703848439745e-10,0.3221611944511628,1.559706379056038e-10,0.3221662577850371,1.559708449893931e-10,0.3221704009178491,1.5597101758216e-10,0.3221738538072051,1.559280093012489e-10,0.8576040511568692
1.579391284499638e-10,0.1684418237344444,1.579679827105165e-10,0.1685173760766136,1.579825854464732e-10,0.1685551371446637,1.579874793225942e-10,0.1685677277458718,1.579899312154107e-10,0.1685740242248511,1.579914039397036e-10,0.1685778025552763,1.579923864185312e-10,0.1685803216421882,1.579930885139022e-10,0.1685821210927824,1.57993615263131e-10,0.1685834707387821,1.579940250623168e-10,0.1685845204987113,1.579943529680493e-10,0.1685853603292504,1.579946212984575e-10,0.1685860474784736,1.579948449373175e-10,0.1685866201133542,1.579391284499638e-10,0.8686652064748007
