delay X,delay Y
5e-14,3.260808962698125e-10
1e-13,5.630786247791234e-10
2e-13,1.027089695383332e-09
3e-13,1.482311677124833e-09
4e-13,1.939439152632734e-09
5e-13,2.395884707453331e-09
6e-13,2.849281153737567e-09
7e-13,3.30137817366904e-09
8e-13,3.739349236541263e-09
9e-13,4.154418069111454e-09
1e-12,4.531313027301652e-09
1.1e-12,4.842307799069223e-09
1.2e-12,5.076039808729877e-09
